iter	RMSE
604	16353.88833
605	16346.62598
606	16338.66313
607	16331.74756
608	16322.0538
609	16310.04884
610	16306.58236
611	16302.23323
612	16296.07134
613	16292.10565
614	16286.63263
615	16281.51506
616	16275.99232
617	16272.71995
618	16268.95267
619	16264.27191
620	16259.46985
621	16252.53938
622	16247.84878
623	16241.58701
624	16233.46207
625	16229.6372
626	16225.27931
627	16220.7544
628	16215.95966
629	16210.23972
630	16206.2001
631	16202.42292
632	16197.67637
633	16194.74875
634	16191.04486
635	16182.72817
636	16177.93166
637	16172.38899
638	16165.5232
639	16160.93778
640	16157.51244
641	16151.96461
642	16145.71471
643	16140.31465
644	16129.71596
645	16124.54344
646	16120.1691
647	16111.53858
648	16104.41353
649	16098.41591
650	16093.15782
651	16089.60739
652	16085.05247
653	16079.96455
654	16073.20964
655	16065.62653
656	16061.62416
657	16057.07744
658	16049.71222
659	16045.87994
660	16039.56022
661	16035.55113
662	16027.89415
663	16022.51005
664	16017.36179
665	16014.04533
666	16008.50455
667	16000.84434
668	15994.44809
669	15990.22329
670	15985.3991
671	15979.81628
672	15975.16117
673	15968.89037
674	15965.43154
675	15956.17184
676	15952.76023
677	15947.12707
678	15943.34598
679	15939.81471
680	15935.33465
681	15931.74408
682	15925.84668
683	15921.64663
684	15918.06865
685	15914.10054
686	15907.85537
687	15899.00137
688	15893.95382
689	15886.60083
690	15882.02306
691	15878.02116
692	15871.66968
693	15867.72132
694	15864.16037
695	15858.44573
696	15852.56383
697	15845.98836
698	15841.62771
699	15837.4229
700	15834.14398
701	15830.24628
702	15827.28856
703	15824.40242
704	15821.37164
705	15817.95069
706	15809.77728
707	15804.88537
708	15799.50854
709	15793.6112
710	15791.19251
711	15787.56815
712	15781.07367
713	15776.51462
714	15772.30157
715	15768.87426
716	15764.21552
717	15756.31057
718	15751.02075
719	15746.92241
720	15741.96375
721	15738.21877
722	15732.36565
723	15725.91353
724	15720.58414
725	15716.66021
726	15712.35329
727	15708.3707
728	15704.83229
729	15701.98008
730	15697.45575
731	15693.24391
732	15688.33465
733	15683.15751
734	15679.35413
735	15675.93594
736	15672.46978
737	15666.92439
738	15661.70492
739	15659.55929
740	15653.23508
741	15649.9667
742	15642.16854
743	15634.39551
744	15630.84752
745	15626.323
746	15622.61963
747	15619.09084
748	15614.20607
749	15608.45231
750	15603.82799
751	15598.52835
752	15592.30554
753	15588.71869
754	15581.2528
755	15577.19458
756	15573.57515
757	15567.81119
758	15560.35712
759	15557.0802
760	15553.58455
761	15546.55846
762	15541.72604
763	15538.89244
764	15532.29015
765	15527.86463
766	15522.40393
767	15517.46961
768	15512.94752
769	15508.62447
770	15505.1757
771	15500.88249
772	15497.02196
773	15491.58537
774	15487.62359
775	15484.33259
776	15481.01528
777	15475.08344
778	15469.45362
779	15465.0094
780	15459.64361
781	15457.18775
782	15453.82873
783	15450.77581
784	15444.80592
785	15441.45558
786	15438.22735
787	15432.80711
788	15427.56562
789	15424.47676
790	15421.29447
791	15414.95571
792	15410.72622
793	15407.58698
794	15403.256
795	15399.09409
796	15394.31171
797	15390.6981
798	15385.96807
799	15382.37802
800	15377.48057
801	15374.01523
802	15370.78341
803	15365.72957
804	15362.10923
805	15360.11902
806	15356.22663
807	15351.13165
808	15345.11802
809	15340.58213
810	15337.4876
811	15330.20349
812	15326.00281
813	15323.25727
814	15319.22656
815	15314.15055
816	15307.19384
817	15304.79414
818	15301.78415
819	15297.73495
820	15294.15415
821	15289.82237
822	15287.68835
823	15285.31644
824	15281.7548
825	15276.43111
826	15272.34122
827	15269.43095
828	15265.52781
829	15262.72375
830	15258.58828
831	15254.3035
832	15250.27545
833	15246.81672
834	15240.89356
835	15237.71806
836	15230.91948
837	15227.174
838	15225.19935
839	15222.19249
840	15218.94537
841	15213.45349
842	15208.79402
843	15206.62987
844	15200.88795
845	15195.94502
846	15190.86378
847	15186.17544
848	15183.63572
849	15181.17592
850	15176.03047
851	15173.37922
852	15166.90347
853	15164.34447
854	15160.87174
855	15157.41296
856	15153.99099
857	15150.82398
858	15149.02275
859	15145.22846
860	15140.90135
861	15138.41223
862	15133.24521
863	15130.20683
864	15124.68319
865	15120.18848
866	15116.417
867	15111.49397
868	15108.594
869	15105.68201
870	15102.65205
871	15099.63322
872	15096.47299
873	15092.77196
874	15089.84807
875	15086.60991
876	15083.04372
877	15080.24981
878	15073.89409
879	15070.81152
880	15066.24168
881	15061.92792
882	15057.7766
883	15054.38448
884	15049.26858
885	15045.58203
886	15042.86664
887	15040.71492
888	15034.74276
889	15030.60311
890	15027.87693
891	15023.11181
892	15018.42918
893	15013.98247
894	15011.05385
895	15008.59455
896	15006.70768
897	15004.59151
898	15002.94457
899	14999.09257
900	14995.76921
901	14993.37645
902	14989.56346
903	14983.01981
904	14979.80658
905	14977.01337
906	14975.30809
907	14970.50869
908	14967.41497
909	14964.2239
910	14959.22748
911	14953.512
912	14950.01165
913	14946.21349
914	14942.31266
915	14938.01728
916	14933.97933
917	14928.03933
918	14925.03755
919	14922.32391
920	14919.45263
921	14915.84591
922	14909.78178
923	14905.26408
924	14902.74824
925	14899.22194
926	14896.84385
927	14892.44477
928	14890.63643
929	14888.11137
930	14885.45775
931	14882.37593
932	14878.89411
933	14874.85566
934	14868.87983
935	14866.96131
936	14862.73814
937	14861.09662
938	14858.45361
939	14853.43096
940	14851.68218
941	14848.94941
942	14847.37254
943	14845.38954
944	14842.75386
945	14838.56846
946	14836.37501
947	14832.70537
948	14830.44872
949	14824.36414
950	14822.85484
951	14819.36859
952	14814.9536
953	14810.80029
954	14807.79456
955	14802.70676
956	14799.98542
957	14796.71954
958	14793.3118
959	14790.51816
960	14788.3834
961	14786.56586
962	14784.51391
963	14782.10512
964	14777.40176
965	14775.95314
966	14771.03011
967	14769.41301
968	14764.48139
969	14761.52347
970	14756.64749
971	14754.09639
972	14751.19981
973	14747.54737
974	14743.85689
975	14741.84615
976	14739.48707
977	14735.83535
978	14731.39826
979	14728.82114
980	14725.9291
981	14721.68927
982	14717.00082
983	14712.69044
984	14710.03937
985	14708.34307
986	14704.85841
987	14703.09567
988	14700.58067
989	14694.97572
990	14691.14935
991	14687.70092
992	14684.87867
993	14682.81212
994	14680.28918
995	14677.58134
996	14674.24424
997	14669.619
998	14665.14965
999	14662.51369
1000	14660.11412
1001	14654.81882
1002	14650.96294
1003	14647.06124
1004	14643.39943
1005	14641.41294
1006	14639.50136
1007	14637.66157
1008	14632.8668
1009	14629.63369
1010	14624.46347
1011	14622.91938
1012	14619.02434
1013	14615.85262
1014	14611.48339
1015	14607.56447
1016	14605.19138
1017	14600.0539
1018	14597.05329
1019	14593.6755
1020	14591.04015
1021	14587.78778
1022	14585.289
1023	14582.84447
1024	14577.88646
1025	14576.33762
1026	14573.3946
1027	14568.1159
1028	14562.86775
1029	14557.96036
1030	14554.06728
1031	14549.25283
1032	14544.85768
1033	14541.52631
1034	14539.93863
1035	14537.32254
1036	14533.89139
1037	14532.10965
1038	14529.40968
1039	14527.68658
1040	14526.00091
1041	14521.92288
1042	14520.53181
1043	14516.02601
1044	14513.62794
1045	14509.46848
1046	14507.1254
1047	14504.154
1048	14500.08183
1049	14496.91678
1050	14492.84987
1051	14488.0298
1052	14485.59043
1053	14480.2712
1054	14477.71864
1055	14474.01682
1056	14470.19489
1057	14467.02347
1058	14464.19289
1059	14460.98451
1060	14458.60879
1061	14454.75801
1062	14451.97922
1063	14448.57247
1064	14445.99517
1065	14443.64819
1066	14440.13179
1067	14437.76449
1068	14435.47063
1069	14429.44562
1070	14425.88728
1071	14424.49617
1072	14420.46998
1073	14416.26117
1074	14411.9899
1075	14409.41911
1076	14406.28304
1077	14402.48826
1078	14398.94802
1079	14394.97574
1080	14393.30412
1081	14390.24809
1082	14386.79934
1083	14383.13855
1084	14381.1161
1085	14377.96205
1086	14376.84636
1087	14374.75458
1088	14372.1352
1089	14365.62225
1090	14361.07612
1091	14358.65222
1092	14355.02109
1093	14352.27683
1094	14348.55528
1095	14346.92973
1096	14343.88914
1097	14341.29117
1098	14337.66366
1099	14334.25639
1100	14330.63573
1101	14326.54785
1102	14323.67555
1103	14320.6849
1104	14317.28942
1105	14312.68309
1106	14311.11931
1107	14308.93207
1108	14304.19698
1109	14300.8421
1110	14294.72393
1111	14292.1974
1112	14287.97687
1113	14284.56035
1114	14280.356
1115	14279.62087
1116	14277.36846
1117	14273.96561
1118	14270.00201
1119	14266.58581
1120	14263.1173
1121	14259.44816
1122	14256.21396
1123	14252.79847
1124	14250.37976
1125	14247.28948
1126	14245.83235
1127	14243.04666
1128	14239.5827
1129	14237.62828
1130	14233.4639
1131	14230.50423
1132	14226.6705
1133	14226.20072
1134	14224.76479
1135	14221.35591
1136	14217.5287
1137	14214.17137
1138	14210.19129
1139	14208.08984
1140	14204.47228
1141	14202.00698
1142	14198.37437
1143	14195.63737
1144	14193.56549
1145	14190.14124
1146	14187.67837
1147	14187.23995
1148	14186.13617
1149	14182.54833
1150	14180.61277
1151	14179.35699
1152	14176.10849
1153	14174.00325
1154	14171.17129
1155	14168.18465
1156	14164.0439
1157	14162.4001
1158	14161.016
1159	14159.10521
1160	14158.84548
1161	14154.11831
1162	14150.59978
1163	14148.40496
1164	14145.40205
1165	14141.40667
1166	14139.36174
1167	14136.50845
1168	14135.594
1169	14132.79964
1170	14129.65057
1171	14129.22074
1172	14127.11255
1173	14124.8631
1174	14121.58142
1175	14119.05619
1176	14116.14322
1177	14113.9915
1178	14112.49819
1179	14110.49173
1180	14109.83312
1181	14106.89879
1182	14103.10259
1183	14101.28007
1184	14099.32071
1185	14096.04651
1186	14094.68689
1187	14091.34645
1188	14089.21846
1189	14086.83293
1190	14082.95224
1191	14080.1323
1192	14078.08022
1193	14074.51135
1194	14072.03231
1195	14070.56674
1196	14066.87287
1197	14063.72647
1198	14060.4751
1199	14057.16797
1200	14055.73085
1201	14052.00886
1202	14048.74621
1203	14045.7086
1204	14043.27452
1205	14041.56241
1206	14038.50881
1207	14038.10794
1208	14037.43372
1209	14035.43711
1210	14032.95222
1211	14030.40795
1212	14028.48644
1213	14028.09703
1214	14024.94298
1215	14018.85864
1216	14015.70866
1217	14013.06555
1218	14010.96864
1219	14010.58171
1220	14006.92529
1221	14003.89692
1222	14000.96386
1223	13997.84546
1224	13994.7026
1225	13991.16695
1226	13988.72516
1227	13985.68567
1228	13981.8434
1229	13978.99571
1230	13975.71873
1231	13971.38398
1232	13970.35822
1233	13967.25039
1234	13965.0951
1235	13962.75492
1236	13962.3863
1237	13959.51169
1238	13953.47631
1239	13950.50838
1240	13948.61216
1241	13945.92987
1242	13943.59647
1243	13940.51874
1244	13939.48996
1245	13937.19979
1246	13936.5806
1247	13932.99909
1248	13930.80857
1249	13927.32884
1250	13924.39992
1251	13922.99534
1252	13920.02731
1253	13917.32126
1254	13914.22262
1255	13911.02133
1256	13908.74134
1257	13905.67832
1258	13903.42006
1259	13900.93306
1260	13898.23357
1261	13897.87827
1262	13897.53468
1263	13894.61898
1264	13891.77443
1265	13891.24781
1266	13888.94415
1267	13886.12282
1268	13883.13801
1269	13880.2425
1270	13876.80911
1271	13872.91774
1272	13871.04442
1273	13869.24967
1274	13866.7555
1275	13864.6751
1276	13863.5803
1277	13860.37692
1278	13858.37216
1279	13855.01579
1280	13853.21018
1281	13851.04494
1282	13848.14816
1283	13845.88106
1284	13843.9316
1285	13838.30057
1286	13834.7208
1287	13832.8443
1288	13831.02041
1289	13829.17063
1290	13827.24601
1291	13824.43052
1292	13821.12625
1293	13819.68967
1294	13817.84498
1295	13815.05274
1296	13812.06224
1297	13810.55161
1298	13807.69474
1299	13802.37936
1300	13800.1851
1301	13797.16033
1302	13795.42561
1303	13792.70037
1304	13790.03159
1305	13787.38924
1306	13786.52828
1307	13783.35936
1308	13780.80116
1309	13777.5195
1310	13775.06214
1311	13772.96836
1312	13770.11957
1313	13768.53892
1314	13766.39214
1315	13763.25983
1316	13762.77319
1317	13759.679
1318	13755.78873
1319	13754.96375
1320	13752.34759
1321	13749.589
1322	13746.78422
1323	13745.05717
1324	13742.18656
1325	13739.70296
1326	13738.00332
1327	13734.97138
1328	13731.52035
1329	13729.79504
1330	13728.19077
1331	13725.24674
1332	13723.30222
1333	13721.60574
1334	13719.98963
1335	13719.60833
1336	13716.41132
1337	13714.02833
1338	13711.85722
1339	13710.16817
1340	13707.9117
1341	13705.08613
1342	13703.02115
1343	13700.99984
1344	13700.27462
1345	13698.40746
1346	13695.29484
1347	13692.80904
1348	13690.44385
1349	13687.44673
1350	13684.62315
1351	13682.09658
1352	13679.10872
1353	13676.52998
1354	13674.98983
1355	13674.43691
1356	13672.90558
1357	13669.4619
1358	13667.61591
1359	13664.0658
1360	13663.51469
1361	13661.13779
1362	13658.53475
1363	13657.80269
1364	13657.37907
1365	13654.97867
1366	13652.90095
1367	13651.29051
1368	13648.6196
1369	13646.50681
1370	13644.48734
1371	13641.76864
1372	13639.78848
1373	13636.61004
1374	13635.03793
1375	13632.06283
1376	13630.84136
1377	13629.22861
1378	13626.15085
1379	13624.07163
1380	13622.07186
1381	13621.77795
1382	13619.24158
1383	13618.00811
1384	13615.40558
1385	13612.82216
1386	13610.60682
1387	13608.84434
1388	13606.97578
1389	13606.57563
1390	13604.63936
1391	13602.11263
1392	13599.84741
1393	13596.41098
1394	13593.72543
1395	13592.63411
1396	13590.02735
1397	13587.19613
1398	13584.63644
1399	13582.57708
1400	13579.35907
1401	13576.68985
1402	13574.30022
1403	13572.89296
1404	13569.99336
1405	13568.1355
1406	13565.31697
1407	13562.70222
1408	13561.06964
1409	13558.24234
1410	13557.05108
1411	13554.32256
1412	13552.84681
1413	13550.12158
1414	13547.4776
1415	13547.09789
1416	13544.86413
1417	13542.96771
1418	13539.70438
1419	13536.87969
1420	13534.77929
1421	13532.36196
1422	13529.91843
1423	13527.19424
1424	13524.71629
1425	13522.0933
1426	13519.54575
1427	13517.51605
1428	13515.10811
1429	13512.61166
1430	13510.43768
1431	13507.89753
1432	13505.28687
1433	13503.20779
1434	13500.37489
1435	13497.9731
1436	13494.68855
1437	13491.74852
1438	13489.37389
1439	13489.01258
1440	13487.99477
1441	13486.79671
1442	13484.40178
1443	13482.50669
1444	13480.8724
1445	13477.89383
1446	13475.26949
1447	13473.83921
1448	13471.50617
1449	13467.04449
1450	13465.87865
1451	13463.94947
1452	13463.60252
1453	13461.40593
1454	13459.46851
1455	13457.9502
1456	13456.17084
1457	13453.8207
1458	13452.40729
1459	13449.8816
1460	13447.04583
1461	13445.35496
1462	13441.25723
1463	13438.74503
1464	13437.83437
1465	13434.85267
1466	13429.45251
1467	13427.01759
1468	13424.91063
1469	13424.5718
1470	13423.60697
1471	13421.26731
1472	13418.72853
1473	13417.38144
1474	13414.68266
1475	13413.11071
1476	13410.64441
1477	13408.19209
1478	13404.83369
1479	13402.18119
1480	13400.82185
1481	13398.24214
1482	13396.71175
1483	13394.86176
1484	13393.05757
1485	13392.7886
1486	13390.67647
1487	13388.34048
1488	13386.91628
1489	13384.6347
1490	13382.85438
1491	13378.95021
1492	13376.99107
1493	13374.43541
1494	13372.76626
1495	13371.44656
1496	13370.17092
1497	13368.34402
1498	13366.60644
1499	13364.31958
1500	13362.01093
1501	13360.0472
1502	13358.32721
1503	13355.54313
1504	13352.89063
1505	13351.75118
1506	13350.16115
1507	13348.59797
1508	13346.85621
1509	13344.39966
1510	13343.07176
1511	13340.28308
1512	13337.70938
1513	13335.26925
1514	13333.06045
1515	13330.56937
1516	13328.81862
1517	13326.3148
1518	13324.62645
1519	13322.58559
1520	13321.01716
1521	13319.36739
1522	13316.86034
1523	13315.36446
1524	13312.97666
1525	13310.61961
1526	13310.3598
1527	13305.1977
1528	13301.56358
1529	13299.42545
1530	13297.20054
1531	13294.88309
1532	13291.5563
1533	13289.06036
1534	13286.73121
1535	13285.22456
1536	13283.62159
1537	13281.27663
1538	13279.0961
1539	13276.99845
1540	13276.15059
1541	13274.26407
1542	13271.85194
1543	13269.46423
1544	13266.78308
1545	13264.27153
1546	13264.01864
1547	13260.48017
1548	13258.48426
1549	13256.27589
1550	13254.84081
1551	13251.48955
1552	13249.06285
1553	13247.86429
1554	13247.0538
1555	13244.5151
1556	13243.26941
1557	13242.28149
1558	13238.22702
1559	13236.03262
1560	13234.05202
1561	13232.98205
1562	13231.48757
1563	13228.34595
1564	13226.36737
1565	13225.38415
1566	13223.08254
1567	13221.11351
1568	13218.8163
1569	13216.19397
1570	13215.04007
1571	13213.02557
1572	13209.78698
1573	13207.49391
1574	13205.81525
1575	13202.56639
1576	13201.08503
1577	13200.8338
1578	13199.0096
1579	13196.61241
1580	13194.8811
1581	13194.55581
1582	13193.35378
1583	13191.13573
1584	13188.58022
1585	13187.04981
1586	13185.49481
1587	13184.07164
1588	13183.75692
1589	13179.98831
1590	13178.38594
1591	13174.92918
1592	13173.62959
1593	13172.51458
1594	13170.24036
1595	13169.21002
1596	13167.96335
1597	13165.80659
1598	13164.83888
1599	13164.33328
1600	13161.88386
1601	13160.75348
1602	13160.23883
1603	13158.00137
1604	13156.84003
1605	13154.64757
1606	13153.71858
1607	13151.43442
1608	13148.13724
1609	13147.90181
1610	13146.5617
1611	13142.50946
1612	13140.78425
1613	13138.76674
1614	13137.19614
1615	13136.06228
1616	13133.61022
1617	13132.51429
1618	13130.43942
1619	13128.5
1620	13126.02772
1621	13123.70693
1622	13121.52327
1623	13119.33608
1624	13117.36726
1625	13115.9676
1626	13113.64718
1627	13112.55861
1628	13111.35214
1629	13110.06926
1630	13107.86609
1631	13105.99257
1632	13103.6695
1633	13100.85973
1634	13099.55082
1635	13097.17591
1636	13095.1717
1637	13093.53875
1638	13092.171
1639	13091.12718
1640	13089.3934
1641	13088.54346
1642	13086.88754
1643	13083.84808
1644	13082.07922
1645	13080.96476
1646	13078.86469
1647	13077.23945
1648	13074.81769
1649	13074.58875
1650	13071.1326
1651	13068.25351
1652	13066.69816
1653	13064.61975
1654	13062.52772
1655	13060.57589
1656	13059.01431
1657	13056.41524
1658	13055.36747
1659	13054.42784
1660	13053.5071
1661	13052.2299
1662	13049.14677
1663	13048.24491
1664	13047.35639
1665	13046.88716
1666	13044.72183
