iter	Passed	Remaining
0	0	2728
1	1	3029
2	2	2973
3	2	2842
4	3	2733
5	3	2654
6	4	2598
7	5	2574
8	5	2562
9	6	2562
10	7	2550
11	7	2515
12	8	2496
13	8	2469
14	9	2444
15	9	2427
16	10	2420
17	10	2405
18	11	2376
19	11	2358
20	12	2354
21	12	2341
22	13	2329
23	13	2319
24	14	2341
25	15	2334
26	15	2330
27	16	2325
28	16	2313
29	17	2299
30	17	2286
31	18	2272
32	18	2254
33	19	2246
34	19	2243
35	20	2250
36	20	2241
37	21	2235
38	22	2235
39	22	2241
40	23	2294
41	24	2330
42	25	2349
43	26	2358
44	26	2359
45	27	2359
46	27	2354
47	28	2355
48	29	2358
49	29	2359
50	30	2371
51	31	2368
52	32	2385
53	32	2384
54	33	2380
55	33	2377
56	34	2373
57	34	2367
58	35	2363
59	36	2364
60	36	2362
61	37	2357
62	37	2357
63	38	2357
64	38	2353
65	39	2349
66	40	2351
67	40	2350
68	41	2350
69	41	2349
70	42	2347
71	42	2343
72	43	2340
73	44	2340
74	44	2340
75	45	2337
76	45	2339
77	46	2337
78	47	2335
79	47	2335
80	48	2333
81	48	2328
82	49	2327
83	49	2323
84	50	2320
85	50	2319
86	51	2317
87	52	2314
88	52	2311
89	53	2309
90	53	2309
91	54	2309
92	54	2310
93	55	2308
94	56	2308
95	56	2309
96	57	2312
97	58	2311
98	58	2314
99	59	2314
100	59	2312
101	60	2312
102	61	2310
103	61	2311
104	62	2311
105	62	2313
106	63	2317
107	64	2317
108	64	2317
109	65	2316
110	66	2315
111	66	2314
112	67	2313
113	67	2311
114	68	2309
115	68	2308
116	69	2308
117	70	2308
118	70	2309
119	71	2311
120	72	2309
121	72	2308
122	73	2306
123	73	2304
124	74	2303
125	74	2303
126	75	2301
127	76	2299
128	76	2297
129	77	2296
130	77	2294
131	78	2292
132	78	2291
133	79	2290
134	80	2290
135	80	2289
136	81	2285
137	81	2284
138	82	2282
139	82	2280
140	83	2278
141	83	2278
142	84	2276
143	84	2275
144	85	2274
145	86	2273
146	86	2272
147	87	2270
148	87	2269
149	88	2266
150	88	2263
151	89	2263
152	89	2262
153	90	2260
154	91	2258
155	91	2257
156	92	2257
157	92	2258
158	93	2258
159	94	2258
160	94	2257
161	95	2258
162	95	2258
163	96	2257
164	97	2257
165	97	2255
166	98	2253
167	98	2254
168	99	2253
169	100	2254
170	100	2253
171	101	2252
172	101	2251
173	102	2251
174	103	2252
175	103	2251
176	104	2250
177	104	2248
178	105	2247
179	105	2246
180	106	2245
181	107	2246
182	107	2246
183	108	2249
184	109	2248
185	109	2247
186	110	2247
187	110	2245
188	111	2244
189	111	2243
190	112	2243
191	113	2242
192	113	2239
193	114	2238
194	114	2237
195	115	2236
196	115	2235
197	116	2232
198	116	2230
199	117	2229
200	117	2227
201	118	2225
202	118	2224
203	119	2220
204	119	2219
205	120	2217
206	120	2215
207	121	2214
208	122	2213
209	122	2212
210	123	2212
211	123	2211
212	124	2210
213	124	2209
214	125	2208
215	125	2206
216	126	2205
