iter	Passed	Remaining
0	56	226371
1	57	114444
2	57	77223
3	58	58521
4	59	47367
5	60	40000
6	60	34612
7	61	30579
8	61	27432
9	62	24899
10	63	22859
11	63	21158
12	64	19715
13	65	18506
14	65	17453
15	66	16503
16	66	15651
17	67	14904
18	67	14215
19	68	13621
20	69	13081
21	69	12581
22	70	12112
23	70	11711
24	71	11321
25	71	10979
26	72	10653
27	73	10361
28	74	10142
29	74	9889
30	75	9648
31	75	9415
32	76	9222
33	77	9008
34	77	8802
35	78	8608
36	78	8438
37	79	8288
38	80	8130
39	80	7966
40	80	7814
41	81	7690
42	82	7563
43	82	7449
44	83	7330
45	84	7220
46	84	7121
47	85	7018
48	85	6916
49	86	6821
50	86	6721
51	87	6626
52	87	6541
53	88	6460
54	89	6387
55	89	6302
56	90	6226
57	90	6152
58	91	6089
59	91	6026
60	92	5966
61	92	5898
62	93	5833
63	93	5774
64	94	5709
65	94	5653
66	95	5592
67	95	5539
68	96	5486
69	96	5441
70	97	5402
71	98	5353
72	98	5310
73	99	5262
74	99	5222
75	100	5181
76	100	5140
77	101	5098
78	101	5059
79	102	5020
80	102	4980
81	103	4941
82	104	4940
83	105	4910
84	105	4875
85	106	4845
86	107	4820
87	107	4785
88	108	4758
89	108	4724
90	109	4689
91	109	4660
92	110	4632
93	110	4598
94	111	4570
95	111	4544
96	112	4518
97	112	4492
98	113	4464
99	113	4439
100	114	4414
101	114	4389
102	115	4365
103	115	4336
104	116	4310
105	116	4290
106	117	4265
107	117	4241
108	118	4219
109	118	4201
110	119	4183
111	119	4160
112	120	4141
113	120	4122
114	121	4105
115	122	4089
116	122	4068
117	123	4047
118	123	4031
119	124	4011
120	124	3992
121	125	3979
122	125	3963
123	126	3945
124	126	3926
125	127	3907
126	127	3892
127	128	3873
128	128	3858
129	129	3844
130	129	3831
131	130	3815
132	130	3797
133	131	3781
134	131	3765
135	131	3748
136	132	3732
137	132	3721
138	133	3712
139	134	3698
140	134	3684
141	135	3673
142	135	3661
143	136	3652
144	137	3651
145	138	3645
146	138	3636
147	139	3640
148	140	3627
149	140	3615
150	141	3603
151	142	3608
152	143	3600
153	143	3589
154	144	3580
155	144	3570
156	145	3559
157	145	3548
158	146	3536
159	146	3523
160	147	3510
161	147	3499
162	148	3488
163	148	3477
164	149	3471
165	149	3459
166	150	3451
167	150	3440
168	151	3433
169	151	3423
170	152	3412
171	152	3401
172	153	3393
173	153	3382
174	154	3372
175	154	3362
176	155	3358
177	156	3350
178	156	3344
179	157	3337
180	157	3327
181	158	3323
182	158	3314
183	159	3304
184	159	3294
185	160	3286
186	160	3278
187	161	3268
188	161	3258
189	162	3248
190	162	3242
191	163	3233
192	163	3224
193	163	3216
194	164	3208
195	164	3199
196	165	3192
197	165	3184
198	166	3177
199	166	3168
200	167	3162
201	167	3156
202	168	3149
203	169	3146
204	169	3139
205	170	3134
206	170	3128
207	171	3127
208	171	3119
209	172	3112
210	173	3112
211	174	3111
212	174	3107
213	175	3101
214	175	3095
215	176	3088
216	176	3082
217	177	3076
218	177	3071
219	178	3065
220	178	3059
221	179	3056
222	180	3050
223	180	3045
224	181	3045
225	182	3039
226	182	3033
227	183	3028
228	183	3023
229	184	3018
230	184	3013
231	185	3008
232	185	3003
233	186	3005
234	187	2999
235	187	2994
236	188	2989
237	188	2985
238	189	2981
239	189	2975
240	190	2969
241	190	2964
242	191	2958
243	192	2956
